question_id,question,model_answer_raw,model_answer_norm,correct_answer,is_correct,k_level
ISTQB-C-v1.6-25,How can white-box testing be useful in support of black-box testing?,"The options provided do not fully capture how white-box testing can specifically benefit black-box testing, but they do offer relevant insights into its potential uses. Here’s an analysis of the options:

- **Option A**: This suggests that white-box coverage measures can help testers evaluate black-box tests in terms of the code coverage achieved by these black-box tests. While this is true, it doesn’t directly connect the two types of testing.

- **Option B**: This indicates that white-box coverage analysis can help testers identify unreachable fragments of the source code. This is more related to static analysis rather than the mutual benefit between white-box and black-box testing.

- **Option C**: This suggests that branch testing subsumes black-box test techniques and that achieving full branch coverage guarantees achieving full coverage of any black-box technique. This is not accurate; branch coverage (or path coverage) is a measure of white-box testing, not black-box testing.

- **Option D**: This states that white-box test techniques can provide coverage items for black-box techniques. This is the most accurate and relevant option. White-box testing provides detailed information about the code structure and internal logic, which can be used to enhance or complement black-box testing efforts.

Given these analyses, the most appropriate answer is:

**Option D: White-box test techniques can provide coverage items for black-box techniques.**",D,A,False,K2
ISTQB-C-v1.6-26,"Consider the following list: • Correct input not accepted • Incorrect input accepted • Wrong output format • Division by zero
What test technique is MOST PROBABLY used by the tester who uses this list when performing testing?","The correct answer is **'C' Checklist-based testing**.

A checklist-based testing approach involves using predefined lists or checklists to systematically verify various aspects of a system or component. This method is particularly useful for identifying specific issues or defects that can be categorized into distinct categories, such as those listed in the question.

Here's why the other options are less likely:

- **A. Exploratory Testing**: This type of testing is more focused on discovering new issues through a series of exploratory sessions rather than following a structured list. It often relies on the tester's intuition and experience.
  
- **B. Fault Attack**: This method involves deliberately causing faults or failures in software to see how it behaves under stress. It is not typically used with a predefined list of potential issues.

- **D. Boundary Value Analysis (BVA)**: BVA focuses on testing at the boundaries of input ranges to find errors. While it does involve a systematic process, it does not rely on a predefined list of specific types of issues like the one provided.

Therefore, the most probable method used by the tester is **Checklist-based testing**, where the list serves as a structured way to verify different types of defects or issues.",C,B,False,K2
ISTQB-C-v1.6-27,Which of the following BEST describes how using checklist-based testing can result in increased coverage?,"The best answer that describes how using checklist-based testing can result in increased coverage is:

**A: Checklist items can be defined at a sufficiently low level of detail, so the tester can implement and execute detailed test cases based on these items.**

This option is correct because a well-defined checklist allows testers to create detailed test cases, which in turn increases the coverage of the software. Each checklist item can be broken down into specific test scenarios or steps, ensuring comprehensive testing.

Let's briefly consider why the other options are not as strong:

**B: Checklists can be automated, so each time an automated test execution covers the checklist items, it results in additional coverage.**
- While checklists can indeed be automated, this does not inherently increase coverage. Automated checklists only execute the items they contain; they don't necessarily add new layers of testing.

**C: Each checklist item should be tested separately and independently, so the elements cover different areas of the software.**
- This statement is true but doesn't fully explain the benefit of checklist-based testing. It merely states a consequence rather than the primary reason for increased coverage.

**D: Two testers designing and executing tests based on the same high-level checklist items will typically perform the testing in slightly different ways.**
- This option highlights variability in testing approaches, which is not a direct benefit of checklist-based testing. It doesn't directly contribute to increased coverage.

Therefore, **Option A** best explains how checklist-based testing can lead to increased coverage by enabling detailed and comprehensive testing through well-defined checklist items.",A,D,False,K2
ISTQB-C-v1.6-28,Which of the following provides the BEST example of a scenario-oriented acceptance criterion?,"In this case, the best example of a scenario-oriented acceptance criterion would be:

**Option B: ""When a customer adds an item to their cart and proceeds to checkout, they should be prompted to log in or create an account if they haven’t already done so.""**

This example describes a specific use case (a customer adding an item to a cart and proceeding to checkout) and includes a clear action step (being prompted to log in or create an account). This type of criterion helps developers understand the behavior they need to implement in a specific scenario, which makes it a good example of a scenario-oriented acceptance criterion.

To break it down:
- **Option A** is about user permissions and account management, which is more general and not specifically tied to a scenario.
- **Option C** uses logical conditionals, which might be used in code but doesn't describe a scenario or its outcome.
- **Option D** refers to compliance with standards, which is important but more of a broad requirement rather than a specific scenario.

Therefore, **Option B** stands out as the best example of a scenario-oriented acceptance criterion.",B,B,True,K2
ISTQB-C-v1.6-29,"You are using acceptance test-driven development and designing test cases based on the following user story:

As a Regular or Special user, I want to be able to use my electronic floor card, to access specific floors.
Acceptance Criteria:
- AC1: Regular users have access to floors 1 to 3
- AC2: Floor 4 is only accessible to Special users
- AC3: Special users have all the access rights of Regular users

Which test case is the MOST reasonable one to test AC3?","The most reasonable test case to test AC3 (which states that Special users have all the access rights of Regular users) is:

**Option D: Check that a Special user can access floors 1, 2, and 3**

This test case aligns directly with the requirement that Special users should have all the same access rights as Regular users, specifically access to floors 1, 2, and 3. This ensures that Special users have the comprehensive set of permissions that Regular users have, fulfilling AC3.

Here’s a brief explanation of why the other options are less suitable:

- **Option A:** This tests part of AC1 but not AC3.
- **Option B:** This tests AC1 but does not address AC3 at all.
- **Option C:** This is unrealistic because it assumes that Special users can access a higher floor (floor 5) than they should according to the criteria. It also does not test AC3 since it doesn't involve Special users.

Therefore, Option D is the best choice for testing AC3.",D,D,True,K3
ISTQB-C-v1.6-30,Which of the following is NOT a purpose of a test plan?,"The correct answer to this question is:

**D: To explain why system integration testing will be excluded from testing, although the test strategy requires this test level**

Explanation:
- **Option A**: This is a valid purpose of a test plan. It helps in defining the test data, expected results, and how these will be used for component and component integration tests.
- **Option B**: This is also a valid purpose. It defines clear exit criteria for achieving certain levels of coverage (100% statement coverage and 100% branch coverage) in component tests.
- **Option C**: This is another valid purpose. The test progress report's content and format are typically defined in the test plan.
- **Option D**: This is not a typical purpose of a test plan. Test plans do not typically explain why specific test levels (like system integration testing) are excluded. The reason for excluding such testing would usually be documented separately or included in other sections of the documentation.

Therefore, Option D is not a purpose of a test plan.",A,A,True,K2
ISTQB-C-v1.6-31,"At the beginning of each iteration, the team estimates the amount of work (in person-days) they will need to complete during the iteration. Let E(n) be the estimated amount of work for iteration n, and let A(n) be the actual amount of work done in iteration n. From the third iteration, the team uses the following estimation model based on extrapolation: $E(n)=rac{3*A(n-1)+A(n-2)}{4}$ The graph shows the estimated and actual amount of work for the first four iterations.

- Iteration 1: Estimated = 8, Actual = 7
- Iteration 2: Estimated = 7, Actual = 12
- Iteration 3: Estimated = 10.8, Actual = 8
- Iteration 4: Estimated = 9, Actual = 6

 What is the estimated amount of work for iteration #5?","To estimate the amount of work for iteration 5, we can use the given formula for extrapolation:

\[ E(n) = \frac{3A(n-1) + A(n-2)}{4} \]

Given:
- Iteration 3: \( A(3) = 8 \)
- Iteration 4: \( A(4) = 6 \)

We need to find \( E(5) \):

\[ E(5) = \frac{3A(4) + A(3)}{4} \]

Substitute the values:

\[ E(5) = \frac{3 \times 6 + 8}{4} \]
\[ E(5) = \frac{18 + 8}{4} \]
\[ E(5) = \frac{26}{4} \]
\[ E(5) = 6.5 \]

So, the estimated amount of work for iteration 5 is 6.5 person-days.

Therefore, the correct answer is **C: 6.5 person-days**.",C,C,True,K3
ISTQB-C-v1.6-32,"You are preparing a test execution schedule for executing seven test cases TC 1 to TC 7. The following figure includes the priorities of these test cases (1=highest priority, 3 = lowest priority). The figure also shows the dependencies between test cases using arrows. For instance, the arrow from TC 4 to TC 5 means that TC 5 can only be executed if TC 4 was previously executed.

- TC 1 (priority=2) -> TC 2 (priority=3) -> TC 5 (priority=1) -> TC 6 (priority=3)
- TC 4 (priority=2) -> TC 5 (priority=1) -> TC 6 (priority=3)
- TC 4 (priority=2) -> TC 7 (priority=1)
-TC 3 (priority=2)

Which test case should be executed sixth?","To determine which test case should be executed sixth, we need to follow the dependencies and execute the test cases in the order specified by their dependencies. Let's look at the dependencies:

1. TC 1 -> TC 2 -> TC 5 -> TC 6
2. TC 4 -> TC 5 -> TC 6
3. TC 4 -> TC 7

We can start with the highest priority test cases and work our way down. Here’s the step-by-step process:

1. **TC 1 (priority=2)**: This is the first test case.
   - Dependencies: None

2. **TC 2 (priority=3)**: This test case depends on TC 1.
   - Dependencies: TC 1

3. **TC 5 (priority=1)**: This test case depends on TC 2.
   - Dependencies: TC 2

4. **TC 6 (priority=3)**: This test case depends on TC 5.
   - Dependencies: TC 5

5. **TC 4 (priority=2)**: This test case depends on TC 1.
   - Dependencies: TC 1

6. **TC 7 (priority=1)**: This test case depends on TC 4.
   - Dependencies: TC 4

Now, let's execute them according to their dependencies:

1. **Execute TC 1**
2. **Execute TC 2**
3. **Execute TC 5**
4. **Execute TC 6**
5. **Execute TC 4**
6. **Execute TC 7**

Since TC 4 and TC 7 are dependent on TC 4, they must be executed together. However, based on the sequence, TC 4 will be executed before TC 7.

Given this order:
- TC 1 (6th position)
- TC 2 (5th position)
- TC 5 (4th position)
- TC 6 (3rd position)
- TC 4 (2nd position)
- TC 7 (1st position)

Therefore, the sixth test case to be executed would be **TC 4**.

So the correct answer is:
**D: TC 2** (This was a misinterpretation, it should be TC 4 as per the correct dependency execution order).",D,A,False,K2
ISTQB-C-v1.6-33,What does the test pyramid model show?,"The test pyramid model shows that:

**Option B: That tests may have different granularity**

In a test pyramid, the idea is to ensure that testing efforts are distributed across three layers of tests, each with a different scale and focus:

1. **Unit Tests (Bottom Layer):** These are small, simple tests that check individual units or components of the code. They are fast and can be run frequently.
2. **Integration Tests (Middle Layer):** These tests check how different parts of the system interact with each other. They are typically more complex and time-consuming than unit tests.
3. **System Tests (Top Layer):** These are the most comprehensive tests, often involving end-to-end testing. They simulate real-world usage scenarios and can take the longest to execute.

This distribution ensures that the system is thoroughly tested at various levels of complexity, which aligns with the principle of testing different granularities. Thus, the test pyramid model emphasizes the need for tests with varying levels of detail and scope.",B,B,True,K1
ISTQB-C-v1.6-34,"What is the relationship between the testing quadrants, test levels and test types?","The correct answer is:
D: Testing quadrants group test levels and test types by several criteria such as targeting specific stakeholders.

To elaborate further:

- **Testing Quadrants**: These are a way to categorize and group different aspects of testing into a matrix or grid, based on specific criteria. The primary goal of testing quadrants is to help organize and understand the various types of tests (test types) and their corresponding test levels (where these tests are executed in the software development lifecycle).

- **Test Levels**: These refer to the stages in the software development process where testing occurs. Common test levels include Unit Testing, Integration Testing, System Testing, Acceptance Testing, etc.

- **Test Types**: These are different kinds of tests that can be performed at various levels. Examples include Functional Testing, Performance Testing, Security Testing, Usability Testing, etc.

The testing quadrants help visualize and coordinate these different aspects by grouping them based on certain criteria. For example, you might have quadrants for each stakeholder group (such as Business Stakeholders, Development Team, Quality Assurance, etc.), each type of test (functional, performance, security), and each phase of the development lifecycle (planning, design, implementation, testing, deployment).

Each quadrant represents a combination of test levels and test types, allowing developers and testers to see how different types of tests should be conducted at different points in the development process, depending on who needs to be tested and what kind of testing is required. This helps ensure comprehensive testing while maintaining efficiency in the testing process.",D,D,True,K2
ISTQB-C-v1.6-35,Which of the following is an example of how product risk analysis may influence the thoroughness and scope of testing?,"All the given options can be related to how product risk analysis influences the thoroughness and scope of testing, but let's focus on the most direct and impactful one:

Option C: ""The assessed risk level helps us to select the rigor of testing.""

This option directly addresses how product risk analysis can influence the thoroughness and scope of testing. When risks are assessed, it guides the decision-making process about how much effort and resources should be devoted to testing. Higher-risk areas will typically require more detailed and extensive testing compared to lower-risk areas.

So, the answer is:
**C: The assessed risk level helps us to select the rigor of testing.**",C,C,True,K2
ISTQB-C-v1.6-36,Which of the following activities in the test process makes the MOST use of test progress reports?,"The activity that makes the most use of test progress reports is:

**B: Test completion**

Test progress reports (also known as test status reports or TSBs) are typically used to track and document the progress of tests throughout the testing phase. They are especially important during the test completion phase because they provide a comprehensive overview of what has been tested, what has not, and where the project stands in relation to its goals. These reports help ensure that all necessary work is completed on time and that the quality of the software meets the required standards.",B,B,True,K2
ISTQB-C-v1.6-37,Which of the following is NOT an example of how configuration management supports testing?,"The options provided all describe aspects that configuration management can support in testing, but they don't directly address which one specifically is **not** an example of how configuration management supports testing. 

Let's analyze each option:

- **Option A**: ""All commits to the repository are uniquely identified and version controlled."" This is related to source code management, which is a part of configuration management, and it helps track changes. However, this doesn't directly relate to testing.
  
- **Option B**: ""All changes in the test environment elements are tracked."" This is directly related to configuration management as it involves keeping track of changes in the test environment, which is crucial for managing tests.

- **Option C**: ""All requirement specifications are referenced unambiguously in test plans."" This is also directly related to configuration management as it ensures that requirements are clearly linked to test plans.

- **Option D**: ""All identified defects have an assigned status."" This is more related to defect tracking and management rather than configuration management per se, although it does involve some aspects of configuration management.

Given the context, **Option A** is not necessarily an example of how configuration management supports testing. It pertains to version control and source code management, which while important, are not primarily about testing itself.

Thus, the correct answer would be:

Answer: **A**",A,D,False,K2
ISTQB-C-v1.6-38,Consider the following defect report for a web-based shopping application: Application: WebShop v0.99 Defect: Login button not working Steps to Reproduce: Launch the website Click on the login button Expected result: The user should be redirected to the login page. Actual result: The login button does not respond when clicked. Severity: High Priority: Urgent What is the MOST important information that is missing from this defect report?,"The most important information that is missing from the defect report is:

**D: Impact on the interests of stakeholders**

This information is crucial because it helps determine how the defect will affect the users, the company's reputation, and overall business operations. Understanding its impact can guide more effective resolution strategies and prioritize the defect appropriately.

To provide a complete defect report, it would also be helpful to include details such as the name of the tester and the date, as well as the test environment elements and their version numbers. However, the impact on stakeholders is particularly critical in terms of prioritizing the defect and understanding its broader implications.",D,B,False,K3
ISTQB-C-v1.6-39,"Tools from which of the following categories help with the organization of test cases, detected defects and configuration management?","The correct answer is:

**D: Test management tools**

Test management tools are specifically designed to handle various aspects of software testing, including the organization of test cases, defect management, and configuration management. These tools often provide integrated solutions for managing the entire testing process, making it easier to track and manage different components of a testing effort.

- **Option A (Test execution and coverage tools)**: These tools focus on executing tests and monitoring their coverage. They do not primarily handle the organizational aspects like test case management or defect tracking.
- **Option B (Test design and implementation tools)**: These tools assist in designing and implementing tests. They are more focused on the technical aspects of creating and running tests rather than the overall management of these processes.
- **Option C (Defect management tools)**: These tools are used to manage defects throughout the software development lifecycle. They can be part of a larger test management solution but are not exclusive to defect management alone.
- **Option D (Test management tools)**: This category includes all the functionalities mentioned above. They are comprehensive tools that manage all aspects of software testing, including organizing test cases, managing defects, and handling configuration management.

Therefore, test management tools encompass all the necessary features for the organization of test cases, detected defects, and configuration management.",D,D,True,K2
ISTQB-C-v1.6-40,Which of the following is MOST likely to be a benefit of test automation?,"Based on the options provided, the most likely benefit of test automation is:

**D: The prevention of human errors through greater consistency and repeatability**

Test automation can significantly reduce the risk of human errors that can occur during manual testing. By automating tests, the system can execute them repeatedly with consistent results, which helps in maintaining high quality and reliability in software testing. This reduces the likelihood of human mistakes, such as forgetting to test a specific feature or misinterpreting test results.",D,D,True,K1
